,timestamp,fecha,id,precio,cant,coste
995,1576627202237,2019-12-18 00:00:02.237,9891312,0.0002601,104.0,0.0270504
996,1576627209452,2019-12-18 00:00:09.452,9891313,0.00025969,300.0,0.077907
997,1576627209555,2019-12-18 00:00:09.555,9891314,0.00025968,59.0,0.01532112
998,1576627210501,2019-12-18 00:00:10.501,9891315,0.00025968,57.0,0.01480176
999,1576627210661,2019-12-18 00:00:10.661,9891316,0.00025968,1090.0,0.2830512
999,1576627218095,2019-12-18 00:00:18.095,9891317,0.00025951,500.0,0.129755
994,1576627318051,2019-12-18 00:01:58.051,9891318,0.00025909,110.0,0.0284999
995,1576627318509,2019-12-18 00:01:58.509,9891319,0.00025901,500.0,0.129505
996,1576627326681,2019-12-18 00:02:06.681,9891320,0.00025851,417.0,0.10779867
997,1576627326681,2019-12-18 00:02:06.681,9891321,0.00025851,1320.0,0.3412332
998,1576627338239,2019-12-18 00:02:18.239,9891322,0.00025836,43.0,0.01110948
999,1576627338239,2019-12-18 00:02:18.239,9891323,0.00025829,39.0,0.01007331
990,1576627359772,2019-12-18 00:02:39.772,9891324,0.00025829,50.0,0.0129145
991,1576627360184,2019-12-18 00:02:40.184,9891325,0.00025829,701.0,0.18106129
992,1576627360459,2019-12-18 00:02:40.459,9891326,0.00025824,387.0,0.09993888
993,1576627362405,2019-12-18 00:02:42.405,9891327,0.0002582,44.0,0.0113608
994,1576627362405,2019-12-18 00:02:42.405,9891328,0.00025816,184.0,0.04750144
995,1576627364545,2019-12-18 00:02:44.545,9891329,0.00025815,110.0,0.0283965
996,1576627366712,2019-12-18 00:02:46.712,9891330,0.00025804,602.0,0.15534008
997,1576627368345,2019-12-18 00:02:48.345,9891331,0.00025802,11033.0,2.84673466
998,1576627369130,2019-12-18 00:02:49.130,9891332,0.00025802,11048.0,2.85060496
999,1576627369864,2019-12-18 00:02:49.864,9891333,0.00025802,10971.0,2.83073742
996,1576627416367,2019-12-18 00:03:36.367,9891334,0.00025848,450.0,0.116316
997,1576627416367,2019-12-18 00:03:36.367,9891335,0.00025849,500.0,0.129245
998,1576627416367,2019-12-18 00:03:36.367,9891336,0.00025876,1320.0,0.3415632
999,1576627416367,2019-12-18 00:03:36.367,9891337,0.00025877,10916.0,2.82473332
995,1576627453158,2019-12-18 00:04:13.158,9891338,0.00025835,239.0,0.06174565
996,1576627453267,2019-12-18 00:04:13.267,9891339,0.00025835,418.0,0.1079903
997,1576627453388,2019-12-18 00:04:13.388,9891340,0.00025835,116.0,0.0299686
998,1576627453388,2019-12-18 00:04:13.388,9891341,0.00025835,302.0,0.0780217
999,1576627454634,2019-12-18 00:04:14.634,9891342,0.0002584,1547.0,0.3997448
998,1576627475243,2019-12-18 00:04:35.243,9891343,0.00025841,773.0,0.19975093
999,1576627475243,2019-12-18 00:04:35.243,9891344,0.00025841,1547.0,0.39976027
996,1576627499744,2019-12-18 00:04:59.744,9891345,0.0002584,500.0,0.1292
997,1576627510424,2019-12-18 00:05:10.424,9891346,0.0002588,1500.0,0.3882
998,1576627518998,2019-12-18 00:05:18.998,9891347,0.0002584,1047.0,0.2705448
999,1576627519080,2019-12-18 00:05:19.080,9891348,0.00025835,1245.0,0.32164575
999,1576627633067,2019-12-18 00:07:13.067,9891349,0.00025834,773.0,0.19969682
998,1576627644862,2019-12-18 00:07:24.862,9891350,0.00025837,773.0,0.19972001
999,1576627649136,2019-12-18 00:07:29.136,9891351,0.00025837,773.0,0.19972001
999,1576627693351,2019-12-18 00:08:13.351,9891352,0.00025833,773.0,0.19968909
999,1576627709581,2019-12-18 00:08:29.581,9891353,0.00025862,773.0,0.19991326
999,1576627969309,2019-12-18 00:12:49.309,9891354,0.00025802,150.0,0.038703
998,1576628059156,2019-12-18 00:14:19.156,9891355,0.00025801,500.0,0.129005
999,1576628059156,2019-12-18 00:14:19.156,9891356,0.000258,1232.0,0.317856
998,1576628075557,2019-12-18 00:14:35.557,9891357,0.000258,3413.0,0.880554
999,1576628075664,2019-12-18 00:14:35.664,9891358,0.00025798,1744.0,0.44991712
999,1576628273081,2019-12-18 00:17:53.081,9891359,0.00025825,3870.0,0.9994275
995,1576628435381,2019-12-18 00:20:35.381,9891360,0.0002581,450.0,0.116145
996,1576628436422,2019-12-18 00:20:36.422,9891361,0.00025806,774.0,0.19973844
997,1576628436526,2019-12-18 00:20:36.526,9891362,0.00025801,300.0,0.077403
