,timestamp,fecha,id,precio,cant,coste
999,1576800003087,2019-12-20 00:00:03.087,9901227,0.00025815,100.0,0.025815
999,1576800024336,2019-12-20 00:00:24.336,9901228,0.00025756,450.0,0.115902
998,1576800060307,2019-12-20 00:01:00.307,9901229,0.00025755,84.0,0.0216342
999,1576800060356,2019-12-20 00:01:00.356,9901230,0.00025751,500.0,0.128755
998,1576800142455,2019-12-20 00:02:22.455,9901231,0.00025745,1038.0,0.2672331
999,1576800142455,2019-12-20 00:02:22.455,9901232,0.00025745,823.0,0.21188135
997,1576800143658,2019-12-20 00:02:23.658,9901233,0.00025812,4922.0,1.27046664
998,1576800143658,2019-12-20 00:02:23.658,9901234,0.00025812,1061.0,0.27386532
999,1576800145864,2019-12-20 00:02:25.864,9901235,0.00025812,286.0,0.07382232
998,1576800233972,2019-12-20 00:03:53.972,9901236,0.00025751,450.0,0.1158795
999,1576800233972,2019-12-20 00:03:53.972,9901237,0.00025728,1300.0,0.334464
987,1576800393167,2019-12-20 00:06:33.167,9901238,0.00025726,4913.0,1.26391838
988,1576800393174,2019-12-20 00:06:33.174,9901239,0.00025726,2421.0,0.62282646
989,1576800393176,2019-12-20 00:06:33.176,9901240,0.00025726,2403.0,0.61819578
990,1576800394269,2019-12-20 00:06:34.269,9901241,0.00025725,5255.0,1.35184875
991,1576800395322,2019-12-20 00:06:35.322,9901242,0.00025725,5000.0,1.28625
992,1576800395914,2019-12-20 00:06:35.914,9901243,0.00025725,4278.0,1.1005155
993,1576800396024,2019-12-20 00:06:36.024,9901244,0.00025725,4905.0,1.26181125
994,1576800396253,2019-12-20 00:06:36.253,9901245,0.00025725,2421.0,0.62280225
995,1576800396259,2019-12-20 00:06:36.259,9901246,0.00025725,2403.0,0.61817175
996,1576800396272,2019-12-20 00:06:36.272,9901247,0.00025725,4913.0,1.26386925
997,1576800397205,2019-12-20 00:06:37.205,9901248,0.00025725,19036.0,4.897011
998,1576800404938,2019-12-20 00:06:44.938,9901249,0.00025701,500.0,0.128505
999,1576800404938,2019-12-20 00:06:44.938,9901250,0.00025697,5402.0,1.38815194
989,1576800436233,2019-12-20 00:07:16.233,9901251,0.00025697,3891.0,0.99987027
990,1576800437290,2019-12-20 00:07:17.290,9901252,0.00025697,11925.0,3.06436725
991,1576800438223,2019-12-20 00:07:18.223,9901253,0.00025692,117.0,0.03005964
992,1576800438311,2019-12-20 00:07:18.311,9901254,0.00025691,326.0,0.08375266
993,1576800438311,2019-12-20 00:07:18.311,9901255,0.0002569,50.0,0.012845
994,1576800438311,2019-12-20 00:07:18.311,9901256,0.0002569,50.0,0.012845
995,1576800439335,2019-12-20 00:07:19.335,9901257,0.00025688,1363.0,0.35012744
996,1576800443364,2019-12-20 00:07:23.364,9901258,0.00025686,29759.0,7.64389674
997,1576800443364,2019-12-20 00:07:23.364,9901259,0.00025686,43.0,0.01104498
998,1576800447008,2019-12-20 00:07:27.008,9901260,0.00025685,47.0,0.01207195
999,1576800447008,2019-12-20 00:07:27.008,9901261,0.00025685,53.0,0.01361305
997,1576800483080,2019-12-20 00:08:03.080,9901262,0.00025685,2.0,0.0005137
998,1576800489225,2019-12-20 00:08:09.225,9901263,0.00025685,41.0,0.01053085
999,1576800489225,2019-12-20 00:08:09.225,9901264,0.00025698,265.0,0.0680997
999,1576800534452,2019-12-20 00:08:54.452,9901265,0.00025699,500.0,0.128495
999,1576800757549,2019-12-20 00:12:37.549,9901266,0.00025734,117.0,0.03010878
999,1576800850723,2019-12-20 00:14:10.723,9901267,0.00025705,755.0,0.19407275
999,1576800941168,2019-12-20 00:15:41.168,9901268,0.0002573,40.0,0.010292
999,1576800966494,2019-12-20 00:16:06.494,9901269,0.0002573,40.0,0.010292
992,1576800995042,2019-12-20 00:16:35.042,9901270,0.00025739,40.0,0.0102956
993,1576800998103,2019-12-20 00:16:38.103,9901271,0.00025738,3495.0,0.8995431
994,1576801002051,2019-12-20 00:16:42.051,9901272,0.00025737,1942.0,0.49981254
995,1576801002057,2019-12-20 00:16:42.057,9901273,0.00025705,5466.0,1.4050353
996,1576801002057,2019-12-20 00:16:42.057,9901274,0.00025705,6221.0,1.59910805
997,1576801002057,2019-12-20 00:16:42.057,9901275,0.00025703,1555.0,0.39968165
998,1576801002057,2019-12-20 00:16:42.057,9901276,0.00025701,777.0,0.19969677
999,1576801002057,2019-12-20 00:16:42.057,9901277,0.00025701,481.0,0.12362181
997,1576801172304,2019-12-20 00:19:32.304,9901278,0.00025736,353.0,0.09084808
